1277,1878
661,1457
1764,969
1678,333
151,1851
661,1650
437,125
841,229
1100,60
1524,1102
990,695
820,1462
1892,291
1575,1948
1291,1151
1457,102
158,174
1734,1225
135,586
1612,1608
1611,343
1098,1165
1625,1815
1800,200
54,1513
7,900
531,552
1927,318
1208,911
130,1099
547,1723
1303,1528
526,1927
22,954
1495,538
1760,1588
1688,819
1119,1001
191,1352
526,626
1292,624
928,1964
1698,10
981,1506
899,16
573,1774
971,896
943,46
693,1891
1951,437
1594,246
1766,241
1270,709
1604,1933
46,1133
1861,884
1024,1426
1668,90
623,1730
71,554
333,957
476,1203
722,978
1583,220
115,1990
138,1613
1750,1530
1103,1291
1804,201
1286,1086
1569,284
1369,1390
1297,1694
1846,269
901,1273
341,1564
1059,1229
1065,232
1114,1731
1501,1489
1396,460
1361,725
1948,1945
1402,26
827,836
517,507
306,545
770,1278
380,117
1828,1589
1754,1134
1498,1957
1599,417
178,744
1586,1034
1541,481
1524,1756
337,763
1750,657
572,1422
1239,1676
858,13
1481,291
1340,574
816,1184
1529,689
1273,672
307,141
1107,1529
1700,1847
1646,175
1780,1921
1821,108
460,764
212,1261
1877,832
1986,1193
96,363
401,1614
182,53
1700,1671
1161,552
24,632
304,729
1606,836
278,1864
1382,878
1909,751
1003,977
1389,1411
464,770
925,764
43,67
696,909
240,28
1016,896
283,1986
240,1037
130,1202
802,657
1815,1076
1622,1604
177,745
1236,1110
586,1219
1370,1325
1379,1349
459,490
277,841
518,272
177,1490
490,1498
1349,1026
1468,649
672,182
143,747
788,1572
856,855
1610,275
1879,1858
501,1024
1267,92
1744,1468
655,1534
1911,645
1825,1715
1588,1574
1222,1388
936,1946
1302,272
1221,849
895,74
376,882
1993,234
1615,102
467,136
775,663
1489,788
1044,1040
1344,782
1167,232
912,75
703,1835
1653,955
1914,1252
1676,1659
217,113
791,1644
160,76
1164,634
120,721
1956,458
1119,1031
1246,988
16,1565
1123,742
1554,587
1993,1108
590,1728
1757,1150
1782,1854
1850,750
1777,1119
662,1330
1591,414
1703,634
500,102
1532,1379
1519,1409
1384,1998
819,933
910,989
315,628
1894,1239
1488,836
360,898
1464,1051
338,763
1607,1210
1404,117
770,1737
1325,585
1375,1791
421,1643
823,1948
939,993
770,1885
1566,1831
1220,795
798,874
215,1763
1326,1741
712,628
1663,1986
901,207
1760,1489
1458,463
38,1252
787,309
745,1808
674,1324
1269,1943
1399,749
447,869
1917,1307
316,281
1254,1973
1349,488
331,1472
1188,796
1305,649
1460,521
1139,733
979,1872
126,213
484,97
470,1369
1260,1596
1529,102
1151,501
1233,1803
137,1935
831,1242
1614,1709
1791,1791
916,901
1456,1466
521,494
525,1896
1379,335
850,1940
906,1629
1700,566
925,601
681,494
182,846
144,795
1746,1973
1738,1856
1879,1573
1690,191
1303,1319
835,190
1513,120
524,791
536,1638
1926,358
1070,1160
1446,1980
1318,1263
1391,1616
962,1804
1541,1220
950,667
1829,1406
1126,307
491,1921
844,104
327,231
608,264
958,53
1084,822
1516,628
1524,1790
1487,1739
1944,260
1349,269
1705,1539
874,1273
1391,823
482,1985
1186,1785
1413,1288
746,161
1836,1702
1153,521
578,1602
1180,1589
1597,630
1823,1661
1644,877
91,644
1631,209
855,1066
1090,983
149,428
1964,1232
1982,197
930,1584
1319,387
421,251
1518,270
377,1485
775,1434
440,1216
1557,911
409,516
242,1035
991,42
1341,1678
1780,260
1656,790
350,263
901,138
410,1772
1952,1039
1221,1647
685,616
55,781
1316,111
899,804
1812,1706
1472,1715
882,1922
431,1500
1474,1427
67,286
197,1852
1511,1543
1625,1531
1485,1443
1410,85
782,879
1494,1497
443,1764
421,145
742,534
83,459
539,792
1266,813
1575,140
1625,352
455,1775
1919,1255
1579,1621
688,727
435,1912
1415,860
1327,1196
1892,1582
374,1210
1776,1410
196,606
671,307
124,76
1970,619
23,510
1804,291
1955,974
1075,494
922,232
1317,886
526,419
1652,709
1842,1220
817,1903
248,661
456,1833
1199,772
1891,778
1217,180
486,671
1165,464
82,882
1134,1372
779,235
1139,907
1005,885
1073,1608
808,1348
734,1767
1646,670
621,517
1787,333
1085,1503
1346,216
1180,683
903,1969
782,1024
836,835
650,412
456,1077
857,825
1787,1447
906,1206
1037,1688
1595,1040
659,14
501,429
1983,992
619,1943
1926,93
1078,141
1393,1108
613,1882
1813,913
1369,114
1624,1165
521,459
1410,1098
455,1668
866,1570
943,120
1711,1659
1596,1654
1737,1517
1123,944
1151,1148
427,385
690,237
346,1489
1533,434
1734,953
1244,1671
1770,1709
1180,1705
1982,1173
1614,1229
67,1327
1573,239
1104,1273
926,532
892,1292
350,333
1445,267
766,37
902,1399
403,105
447,730
1970,574
1964,563
339,911
163,392
306,1818
68,227
1802,547
1923,1642
1329,947
1970,96
50,769
555,1588
1996,1910
1972,604
1820,818
1808,526
1852,474
802,1719
814,362
1840,972
1728,1059
1659,554
1150,1300
1932,279
657,562
1356,1098
1287,664
768,654
459,1774
105,1769
370,469
1298,1507
790,546
1173,1043
199,72
494,1207
986,1122
489,824
859,1068
1142,1999
884,773
1099,823
1229,634
1498,501
1981,271
668,1936
1398,1657
696,1898
125,365
1969,1969
1506,358
175,121
1733,965
381,589
231,1280
1688,277
