1027,482
921,734
224,1347
457,1813
1467,119
271,734
1785,1278
1792,280
1312,1094
376,1240
335,1224
842,170
948,1840
915,468
1363,1588
226,1978
1982,395
676,1902
434,1693
1185,160
1025,1424
1240,726
578,473
1368,1131
884,548
1964,1740
1300,22
1752,1869
675,808
908,28
461,1228
1967,194
490,1944
635,1195
136,758
1298,1652
207,1548
1190,881
754,1657
1494,531
1375,1590
513,1674
432,1012
954,311
1601,1805
787,933
1225,636
1909,749
1288,718
1838,1408
1325,435
1533,1949
821,602
873,335
1821,1014
1059,452
237,1998
1802,720
1029,809
490,333
1403,1083
1653,1547
289,192
1683,1201
945,1061
1056,1619
374,1843
1820,1130
1793,1461
1894,606
1480,1994
1143,388
583,969
1132,1319
1412,148
1653,291
968,1341
237,1276
229,474
464,206
1916,1659
1676,405
154,586
1244,1809
1709,938
1259,169
810,499
1778,135
1326,386
1797,969
625,1679
1251,567
1014,1347
262,1111
562,286
262,851
1257,1918
43,1937
1995,8
1409,466
