1147,713
1455,720
19,1503
82,1483
1588,1367
1263,1544
1587,168
1135,144
1444,517
608,1817
951,1902
746,1103
1347,412
1709,1576
364,402
1606,301
740,1500
279,630
1013,1652
727,567
1054,1763
332,1163
844,94
752,1244
274,927
1560,1647
1717,1180
937,248
1641,763
759,957
709,969
375,1679
1968,561
862,162
904,246
564,170
543,980
442,1585
898,1796
1197,458
1057,452
793,316
969,1729
686,1647
1344,780
1412,1191
1925,1046
136,1309
555,1287
687,802
1491,514
550,1883
9,366
1527,1898
84,842
77,182
1543,697
228,207
1730,1721
351,493
993,1981
1235,1482
1011,1863
1346,1075
852,337
971,846
1366,1182
1586,1449
1376,502
1465,1629
249,179
189,894
344,69
1186,1523
1547,1130
55,1468
1409,1734
615,161
1485,247
1186,9
1017,617
587,1543
476,1346
799,398
1482,669
1693,1424
1707,336
1704,992
1094,177
1568,1164
413,215
1651,102
78,227
1544,837
194,1380
1348,1873
741,254
1730,1476
489,1130
1700,290
1933,177
1610,1401
919,1632
1679,135
969,209
224,1321
970,1285
1019,1671
1599,1916
1292,378
522,1343
524,1406
820,1086
465,1318
212,1272
1251,122
633,257
1492,879
1444,1513
1095,1793
282,286
1623,1576
965,127
837,800
1648,281
650,1242
1185,1942
410,1673
909,290
1723,1322
1171,1188
1146,1349
1895,165
1636,314
320,605
1672,747
1276,1067
454,891
285,1550
473,1560
1516,32
25,1546
628,636
503,436
104,1401
837,152
742,586
1290,85
135,1194
118,1931
571,771
1409,687
931,1055
1826,1474
886,1871
1669,7
1594,969
626,119
1146,1339
1152,920
1549,1138
1534,166
1913,323
521,339
1703,436
1596,1770
1258,1427
754,941
1724,1496
337,545
1857,560
404,1190
1321,1164
1509,1367
1855,1955
662,705
377,1768
721,1510
677,714
1878,384
779,453
1753,303
107,761
1010,153
255,1671
1832,133
1403,1414
302,931
667,1796
1545,67
1386,1439
2,571
127,1092
1539,957
724,1664
672,1954
268,1898
275,877
956,701
1788,1273
132,398
1137,471
1390,347
642,427
1234,342
94,694
407,148
83,586
995,894
1896,1354
642,832
1302,254
1033,252
1543,774
423,258
1945,972
1449,1634
1595,383
1569,1489
1466,830
316,1903
1513,1799
57,1456
76,182
871,523
933,364
245,1590
1823,1535
594,975
187,1288
1489,496
1390,954
1115,291
386,1456
1358,300
978,395
1772,1026
666,1405
343,1049
969,606
741,1497
831,166
1437,817
1033,1842
136,792
1697,1386
98,1652
549,376
1324,1973
1905,1181
100,204
864,688
1956,1774
279,400
1369,533
426,1640
1634,1982
1587,1526
1555,575
1454,334
61,1433
158,44
670,818
440,1532
538,706
342,1581
901,13
578,1319
177,1944
1385,394
908,1784
1369,1272
1669,899
765,663
1848,139
923,1915
1581,1673
835,1697
1028,1566
1387,1372
1395,760
1066,343
111,195
280,641
1456,624
359,202
588,1290
1892,798
1104,213
1853,1693
616,737
111,1645
716,234
1282,893
168,1584
1532,1693
1938,1280
1582,1589
433,519
550,1943
1837,55
589,1004
211,1572
1814,312
1210,1662
606,1522
614,292
1077,1595
1706,977
1324,1149
1274,1995
1435,1454
1738,1142
1384,1507
65,463
18,1891
1857,968
1257,589
593,1546
1952,52
590,1631
883,574
70,210
1778,1906
557,25
248,268
1168,1422
229,1901
599,466
1455,1891
1529,1855
463,1745
1444,1160
960,339
1980,564
813,712
1670,1641
843,1954
625,712
818,1218
542,1208
1148,1310
275,378
1621,808
781,134
1253,1330
1684,1461
130,963
1152,1700
860,1186
1904,605
12,282
90,1350
34,272
832,1692
120,1097
587,555
1133,1209
1835,150
368,202
676,1281
123,1874
1307,1133
334,1044
1392,1687
984,1231
1585,717
1899,1358
850,437
496,984
1516,1011
14,585
400,474
6,988
1572,542
1520,457
536,781
1056,1365
1204,481
1096,83
950,194
1893,813
1042,1355
79,1120
1022,225
988,566
373,1440
249,536
1830,1152
1531,1824
1512,1349
594,1056
57,1599
724,421
1667,1739
1775,539
1061,1302
275,1548
1824,1739
989,1202
885,1683
1179,1127
1424,219
1703,145
1238,1580
1688,975
1370,1301
1328,1274
1144,1599
286,1241
1496,228
1433,1384
1089,1521
1481,290
3,456
1031,535
748,1957
1328,50
681,1043
1543,1928
1190,206
1028,1093
1739,1991
166,1039
422,895
102,369
170,1793
51,1802
1764,1032
1540,164
1989,19
1822,1514
18,1487
639,1480
1259,1300
1172,1637
1943,1004
1164,664
1728,1774
893,844
1798,816
17,627
353,1845
405,72
1924,1618
374,781
906,1350
1905,461
652,265
267,357
1481,867
946,632
1599,1205
684,1490
851,378
823,1241
1020,690
504,1153
258,1867
383,1027
1613,1837
1270,1490
462,1906
395,1504
1752,133
1949,661
1267,915
1072,921
852,243
1392,650
1884,225
256,1072
1576,865
1328,583
546,542
696,250
627,1845
285,1285
1763,619
1088,836
939,1532
739,1440
72,1868
1855,1930
1593,431
321,1136
609,981
1728,20
192,1818
1818,1557
622,921
1087,488
444,1363
1360,391
18,316
1036,823
1344,332
1414,1873
206,779
1059,113
430,185
416,648
1218,1702
1291,680
937,825
125,718
720,1653
674,1760
1054,1838
282,165
1374,1523
33,1019
431,1822
30,1359
1293,255
1350,1178
75,1510
514,1165
930,5
67,246
210,19
1933,736
1777,770
1530,867
1325,1626
1782,81
1654,1090
1009,1223
776,1934
1068,117
513,104
1447,1886
447,149
1929,1433
400,1233
1814,264
1311,1092
1334,482
1197,1648
253,482
1155,409
234,1171
134,291
632,97
735,488
974,1791
1558,1369
408,570
1870,1419
487,302
750,522
1647,1118
1173,1953
1187,744
702,1201
224,1426
32,1599
853,217
471,807
1682,734
681,672
1150,389
137,1298
1664,1252
601,507
179,1889
1926,1458
1397,1734
932,315
1160,1164
1971,1736
980,312
1108,353
1101,1394
783,970
1867,1582
1892,1911
1539,203
1735,343
938,1979
120,1989
1181,161
1540,1472
551,863
212,100
33,1831
574,1533
1060,285
915,657
591,1851
961,890
464,798
413,1987
398,696
157,133
605,48
1719,896
919,989
1645,244
1182,469
1615,1617
127,953
677,813
1032,1227
1070,1338
1912,1773
168,845
253,1853
904,1391
1833,817
1992,1923
1075,801
601,34
1002,107
1689,1785
723,1029
1571,149
329,825
1291,923
1499,1264
1512,165
1493,1417
825,1388
1658,833
1384,1945
1661,1575
654,720
841,650
552,237
315,559
1733,10
1689,1633
227,519
633,523
1444,602
444,10
1448,921
1173,954
1781,1953
1347,1622
435,1158
900,1739
767,1397
480,137
1953,934
846,1952
136,612
214,1739
1586,1190
580,1084
1843,15
776,1696
1425,932
312,587
435,1856
1001,1180
1439,918
56,1258
440,1669
370,1875
1683,794
684,1575
129,1073
907,705
1794,1430
1650,1588
1072,1071
1059,1815
1038,1248
67,1753
756,1948
907,366
650,486
328,343
1988,1768
1173,1078
1573,715
899,164
923,188
675,693
390,489
37,555
621,650
874,1953
1528,1144
554,1900
1324,721
1860,1173
1229,1956
1783,1659
376,223
463,771
989,1488
1549,290
1977,1760
1670,677
1552,1013
1449,106
242,1407
739,1420
1557,549
481,130
1149,182
1051,1242
1107,1058
322,1764
878,99
515,760
218,1733
7,185
749,1983
1279,1587
1866,968
314,1225
227,333
934,1886
438,1440
950,1423
518,992
1,1633
1353,685
607,457
1225,1534
2,718
1552,424
239,523
971,1218
116,353
880,985
1254,1872
1173,1129
1253,1217
1337,407
1785,1310
1293,1651
1888,811
219,295
1413,640
1442,1195
260,785
437,248
1165,1773
1984,1284
620,121
1148,1172
441,635
1907,112
378,440
848,174
85,234
422,1139
1900,532
27,1500
636,1879
1547,1267
1738,1282
1323,1778
842,1367
340,434
296,458
872,115
1754,888
600,1364
762,1919
449,1605
1579,757
1733,179
1431,584
1593,693
440,1017
1916,889
279,61
575,571
595,597
922,1396
1206,282
14,3
573,497
1403,1567
386,1161
1710,167
1896,1256
1359,863
954,1956
650,938
282,1050
977,1145
440,1011
1667,751
1513,1200
1365,1553
1418,1497
364,474
1199,1323
1037,1297
50,1349
1131,695
114,735
597,1165
3,589
1300,989
708,861
1470,1131
587,698
701,552
1160,1617
1043,1425
688,1223
79,953
1238,1378
699,1838
1002,1536
793,234
1931,799
1944,113
609,1195
1089,1925
928,1335
341,454
1932,1512
1396,70
1966,371
1857,1719
1198,768
744,601
416,555
786,1390
825,411
418,39
1724,362
76,376
1174,529
1605,1356
342,1670
971,88
2000,1024
486,1903
547,119
1943,1075
1812,1971
1423,1061
806,979
521,74
1838,1394
635,983
673,488
452,318
1237,608
1726,1082
655,1086
1534,235
1745,1748
144,1933
1659,1427
875,1514
1701,452
184,1171
811,1079
0,1292
1190,1540
1210,371
1081,1357
1511,54
1184,1186
1570,77
1906,12
374,38
1800,1073
674,1237
665,752
889,1704
803,1274
1555,1033
1123,1077
1239,758
463,342
342,9
994,987
213,1416
1834,1782
204,1203
616,917
1155,1248
285,1027
749,1324
1239,1312
1855,668
1182,151
