897,1474
1131,734
293,245
724,314
32,1085
842,1612
26,1517
674,331
1967,1394
858,1796
1724,195
355,1691
510,1015
1862,1020
1922,607
792,456
431,781
1590,1736
1256,1841
1485,1362
1375,802
932,1247
223,1848
132,861
1817,450
957,1582
1098,1881
1786,764
1877,1260
559,1002
269,206
770,492
885,926
525,948
725,506
495,1752
1548,1724
940,853
909,1973
1195,513
752,984
1271,119
1317,1982
239,748
64,859
1423,76
206,238
821,417
1805,1360
558,1842
380,1720
639,888
917,1908
682,1456
479,104
1710,1709
133,654
1145,1500
902,1144
1771,1919
548,698
790,676
1072,1806
1421,132
402,1089
1351,1926
319,1343
1923,1451
1968,170
473,1339
1059,1307
364,1543
903,395
294,669
547,515
599,890
939,835
402,98
838,1112
1094,1121
1653,1821
687,1705
183,331
1557,1417
1220,820
1298,1763
1448,1913
123,841
1859,1056
553,1876
111,432
1668,704
1163,1930
1411,495
1963,35
1316,1541
1900,847
414,100
970,1963
320,1369
825,1424
1986,1034
1105,1095
436,1426
1480,1934
891,1479
1497,808
1404,1770
1789,132
941,1683
1495,1163
1059,550
1525,159
748,1143
1930,1100
539,1298
1208,505
361,1403
609,152
658,1600
1071,667
1590,560
1779,1885
178,1527
1225,1619
1196,1206
194,314
1448,1586
949,853
1421,1047
575,1075
1959,704
1722,1548
505,846
208,1256
151,1407
238,102
632,1045
1021,1302
575,1364
590,30
1593,1613
1185,233
519,895
1626,70
983,1080
919,1574
1344,367
447,795
951,581
463,883
36,751
303,1704
1246,1353
220,1364
467,1190
988,299
723,437
1458,1088
1455,920
624,92
196,1666
1325,865
984,779
1290,750
644,602
1516,1271
376,865
1514,908
76,987
1792,583
1035,1614
627,839
1533,276
1343,719
1975,1224
1524,1584
314,1682
955,1297
1224,395
40,1721
431,857
1421,488
373,1894
1713,80
58,1684
763,963
1937,824
1758,905
1516,1747
1887,1006
253,124
95,295
695,1219
924,489
1157,388
3,1558
1429,1934
989,1193
349,187
135,1363
180,521
247,1734
1492,142
680,1542
1713,1187
1741,1452
1488,378
1763,1537
896,73
1147,1684
1633,1871
1079,1479
1778,347
1525,1158
758,1753
1236,231
128,1333
185,1017
1588,846
246,1812
562,705
1892,1934
350,1456
656,634
1266,1527
1024,209
488,586
291,829
233,1097
280,1695
966,23
705,1323
1770,1993
101,1256
1903,950
1876,931
1150,1900
1072,389
1421,553
1113,1674
1922,1889
1199,63
565,30
1873,385
1872,242
1888,36
1419,1617
392,1471
471,899
1869,1141
104,290
1470,1774
1899,905
186,960
1778,1271
936,1820
1336,626
602,1592
338,676
1468,1221
1419,1561
663,1994
1801,301
157,593
1289,1168
1928,120
68,1471
832,662
1766,583
1397,1973
195,878
720,955
9,1905
1782,561
866,45
1284,704
1578,1965
1383,1085
1622,1665
1260,38
1464,1756
1350,978
1967,79
608,389
145,109
1397,854
1716,441
1639,41
1733,1052
796,676
1352,1318
1894,1788
626,1704
197,621
1875,423
889,1139
1041,1571
543,993
1407,370
1374,1433
1305,1102
607,1506
82,747
1427,1459
856,126
22,772
1622,1535
833,1370
1803,559
1857,116
399,1101
55,1018
711,1866
1584,1807
754,1660
147,331
1856,247
1010,1250
338,512
790,5
162,1419
1545,1437
846,685
1071,480
1521,1126
887,67
145,958
431,687
1391,1665
722,1253
731,937
332,1245
1968,1594
725,1704
17,1775
550,1170
19,1234
111,1748
1530,1043
1738,210
13,1437
1756,1228
1902,1291
1494,1192
617,180
1955,326
1173,1941
910,1751
794,346
550,1137
1619,520
1831,1921
1829,1651
427,1398
608,1499
620,1705
244,347
1961,179
1887,269
759,598
1229,586
1841,1963
1442,1032
566,1941
202,65
1887,1360
536,1842
881,530
364,1118
882,1416
1770,1933
1897,1012
1696,1355
463,1876
1474,100
1837,518
1095,827
1154,239
1228,770
752,947
1943,1498
1342,361
749,1093
1125,404
1431,1740
1607,1554
1487,1247
80,222
1043,933
1730,940
1763,1509
262,1175
1123,443
1925,1754
1110,656
1911,1193
949,1590
8,1566
1674,1556
196,1744
149,1554
1321,313
1807,775
1004,765
364,828
1237,1984
1743,914
725,266
1356,1400
361,1919
1422,324
88,558
1202,1056
1900,1320
170,455
910,1813
729,329
283,1370
739,87
1367,532
555,826
1300,1330
721,125
756,604
375,1934
808,568
226,613
723,915
1628,1658
871,471
1422,451
388,621
1340,221
872,1619
1258,1536
1185,1308
999,676
1291,576
1538,258
1873,135
125,1689
1460,1840
1682,866
854,1916
822,1418
1167,1671
1088,879
1129,429
532,428
932,1637
1040,463
349,246
769,1011
863,1505
711,1476
211,770
1163,1282
702,1610
803,1853
69,1994
389,580
394,1261
281,560
1988,1074
622,345
182,1338
756,649
