595,1941
1402,994
877,418
1004,1238
1757,911
1660,1514
595,655
789,94
1396,99
1260,1166
852,1311
1033,1667
690,1206
1371,694
648,1472
1161,1904
1903,1509
1679,1704
1102,1716
95,661
1871,1957
1317,1193
387,813
811,1529
1811,1544
17,1005
1824,1929
937,1538
640,469
891,663
1878,1368
912,1302
1834,1346
1707,1154
1259,1926
1243,1510
1388,37
956,100
1127,1608
46,497
769,43
513,1820
905,1971
1475,1776
786,1634
12,1736
426,936
229,557
176,328
358,1088
1346,186
1365,1413
701,1923
642,873
1708,570
1587,42
1593,256
216,1312
271,941
91,1890
1501,319
1046,644
376,1769
1321,1102
456,1909
1317,1400
8,841
1025,39
1713,853
361,740
289,140
1902,916
312,163
902,385
1151,669
813,1737
1065,1516
280,184
1240,516
471,1568
1241,1647
472,606
1994,262
1858,153
323,527
823,1490
129,1678
78,1631
1647,1192
913,1318
436,1386
980,1517
120,758
1879,772
621,1108
774,921
1342,729
1106,555
1069,1551
109,458
286,957
1478,1026
316,1519
634,611
658,217
103,1862
1315,1709
1856,384
818,818
1423,1746
1561,1945
536,485
1828,1406
488,800
1253,516
1659,207
12,1757
139,729
394,1649
1117,632
817,1582
702,1786
427,135
290,1411
86,1530
1029,410
335,1881
794,1677
92,1374
724,1746
1205,834
2,798
1462,759
873,1485
1112,1179
748,1613
1867,1468
1815,116
621,1896
450,1709
1140,1630
546,308
1194,844
906,1196
963,724
909,1019
282,260
23,1659
998,1036
337,780
1679,1057
268,1526
1636,191
1949,543
273,335
1172,1872
873,817
772,1355
1494,1765
425,1248
1367,1355
1602,1334
1567,307
809,1816
770,1752
477,1606
646,533
518,436
252,100
270,1063
598,398
678,1267
1522,381
291,1553
689,238
62,468
1201,1731
1433,1303
513,923
512,942
24,615
275,1299
358,1783
1249,559
22,1302
81,1747
1971,693
356,1607
307,929
164,1408
1404,1571
1101,1261
1189,630
230,1872
802,1918
958,808
1911,1893
647,714
204,967
605,14
1122,1728
1844,225
1478,1501
213,989
1558,179
1178,1673
1304,281
102,116
1465,1860
515,1143
731,1655
1437,51
1977,695
1532,1635
1489,1418
121,1809
1252,1132
1506,847
742,224
0,1582
1952,403
930,400
155,1750
870,592
416,452
790,1438
593,1443
331,312
828,944
1554,1646
1180,1855
1785,1928
995,219
977,1701
1424,1541
1320,1157
1224,1074
219,328
1258,1066
579,676
460,1521
589,1562
599,228
1158,1752
1930,803
81,935
820,1446
50,369
1378,251
246,1452
1289,432
839,457
31,1510
379,701
359,1406
1080,1249
1693,1012
1118,499
965,323
192,774
462,609
1771,1613
1934,1262
1931,1123
360,839
590,299
943,1921
1302,208
1713,1149
1653,684
1041,1892
1654,1493
1197,671
1422,1049
565,402
145,1215
818,1899
1696,260
784,1490
435,1052
73,917
324,986
1905,979
612,1299
1665,495
1905,520
1973,1639
1696,1967
748,1870
1694,645
513,1939
1591,1453
819,1407
148,1898
632,90
313,1876
584,1770
1759,571
724,346
853,703
659,1031
724,598
707,754
863,1231
1450,1384
760,1670
1837,1805
456,1529
79,1981
114,435
1381,805
1885,745
585,1303
1408,994
1046,26
519,1876
1455,1241
